Type,School Year,County,District,School,Agency Name,Average Teacher Salary,Average Years of Teaching Experience,Masters Count,Percentage of Teachers with Master’s Degrees,Teacher FTE,AM_5,AS_5,BL_5,HI_5,WH_5,AM_7,AS_7,BL_7,HI_7,PI_7,WH_7,MU_7,DataAsOf 
SC,20152016,40,0002,008,JEFFERSON ELEMENTARY SCHOOL,53524,9.87,14,0.6087,22.42,,,,,,0.00,0.00,0.00,0.00,0.00,22.42,0.00,11/16/2016
SC,20112012,40,0002,009,LINCOLN ELEMENTARY SCHOOL,54940,10.93,15,0.5556,24.17,,,,,,0.00,0.00,0.00,1.00,0.00,23.17,0.00,11/26/2012
SC,20122013,40,0002,009,LINCOLN ELEMENTARY SCHOOL,56320,11.17,19,0.6552,25.62,,,,,,0.00,0.00,0.00,1.00,0.00,24.62,0.00,07/05/2013
SC,20132014,40,0002,009,LINCOLN ELEMENTARY SCHOOL,58236,12.87,20,0.6667,26.60,,,,,,0.00,0.00,0.00,1.00,0.00,25.60,0.00,07/07/2014
SC,20142015,40,0002,009,LINCOLN ELEMENTARY SCHOOL,60231,13.31,19,0.6552,26.06,,,,,,0.00,0.00,0.00,1.00,0.00,25.06,0.00,08/19/2015
SC,20152016,40,0002,009,LINCOLN ELEMENTARY SCHOOL,60357,13.44,16,0.5926,25.46,,,,,,0.00,0.00,0.00,1.00,0.00,24.46,0.00,11/16/2016
SC,20112012,40,0002,010,WASMER ELEMENTARY SCHOOL,60921,16.48,19,0.7037,26.53,,,,,,0.00,0.00,0.00,0.00,0.00,26.53,0.00,11/26/2012
SC,20122013,40,0002,010,WASMER ELEMENTARY SCHOOL,61487,17.00,19,0.6786,26.85,,,,,,0.00,0.00,0.00,1.00,0.00,25.85,0.00,07/05/2013
SC,20132014,40,0002,010,WASMER ELEMENTARY SCHOOL,63356,18.28,21,0.7241,27.82,,,,,,0.00,0.00,0.00,1.00,0.00,26.82,0.00,07/07/2014
SC,20142015,40,0002,010,WASMER ELEMENTARY SCHOOL,65365,18.86,23,0.7931,27.62,,,,,,0.00,0.00,0.00,1.00,0.00,26.62,0.00,08/19/2015
SC,20152016,40,0002,010,WASMER ELEMENTARY SCHOOL,62267,15.66,20,0.6897,27.47,,,,,,0.00,0.00,0.00,1.50,0.00,25.97,0.00,11/16/2016
SC,20112012,40,0002,011,WEST LAWN ELEMENTARY SCHOOL,56046,12.25,16,0.6667,21.58,,,,,,0.00,0.00,0.00,0.00,0.00,21.58,0.00,11/26/2012
SC,20122013,40,0002,011,WEST LAWN ELEMENTARY SCHOOL,51924,9.43,11,0.4783,20.77,,,,,,0.00,0.00,0.00,0.00,0.00,20.77,0.00,07/05/2013
SC,20132014,40,0002,011,WEST LAWN ELEMENTARY SCHOOL,50957,9.13,11,0.4583,21.68,,,,,,0.00,0.00,0.00,0.00,0.00,21.68,0.00,07/07/2014
SC,20142015,40,0002,011,WEST LAWN ELEMENTARY SCHOOL,49527,8.96,9,0.3913,22.18,,,,,,0.00,0.00,0.00,0.00,0.00,22.18,0.00,08/19/2015
SC,20152016,40,0002,011,WEST LAWN ELEMENTARY SCHOOL,52766,9.96,11,0.4783,22.18,,,,,,0.00,0.00,0.00,0.00,0.00,22.18,0.00,11/16/2016
SC,20112012,40,0002,012,STARR ELEMENTARY SCHOOL,50169,10.28,10,0.4000,21.00,,,,,,0.00,0.00,0.00,0.50,0.00,20.50,0.00,11/26/2012
SC,20122013,40,0002,012,STARR ELEMENTARY SCHOOL,50905,9.96,11,0.4400,21.52,,,,,,0.00,0.00,0.00,1.00,0.00,20.52,0.00,07/05/2013
SC,20132014,40,0002,012,STARR ELEMENTARY SCHOOL,52993,11.77,12,0.4615,21.98,,,,,,0.00,0.00,0.00,1.00,0.00,20.98,0.00,07/07/2014
SC,20142015,40,0002,012,STARR ELEMENTARY SCHOOL,51759,9.44,8,0.3200,21.42,,,,,,0.00,0.00,0.00,1.00,0.00,20.42,0.00,08/19/2015
SC,20152016,40,0002,012,STARR ELEMENTARY SCHOOL,52448,10.46,9,0.3750,20.42,,,,,,0.00,0.00,0.00,1.00,0.00,19.42,0.00,11/16/2016
SC,20112012,40,0002,013,KNICKREHM ELEMENTARY SCHOOL,55976,14.32,10,0.5263,16.94,,,,,,0.00,0.00,0.00,0.50,0.00,16.44,0.00,11/26/2012
SC,20122013,40,0002,013,KNICKREHM ELEMENTARY SCHOOL,52909,11.32,8,0.4211,17.43,,,,,,0.00,0.00,0.00,0.00,0.00,17.43,0.00,07/05/2013
SC,20132014,40,0002,013,KNICKREHM ELEMENTARY SCHOOL,51762,10.05,9,0.4286,19.43,,,,,,0.00,0.00,0.00,0.00,0.00,19.43,0.00,07/07/2014
SC,20142015,40,0002,013,KNICKREHM ELEMENTARY SCHOOL,53237,10.00,12,0.5714,19.47,,,,,,0.00,0.00,0.00,0.00,0.00,19.47,0.00,08/19/2015
SC,20152016,40,0002,013,KNICKREHM ELEMENTARY SCHOOL,53558,10.19,12,0.5714,19.36,,,,,,0.00,0.00,0.00,0.00,0.00,19.36,0.00,11/16/2016
SC,20112012,40,0002,014,CENTRAL NE SUPPORT SERVICE PROGRAM,58249,14.40,8,0.8000,9.50,,,,,,0.00,0.00,0.00,0.00,0.00,9.50,0.00,11/26/2012
SC,20122013,40,0002,014,CENTRAL NE SUPPORT SERVICE PROGRAM,59993,15.44,7,0.7778,8.50,,,,,,0.00,0.00,0.00,0.00,0.00,8.50,0.00,07/05/2013
SC,20132014,40,0002,014,CENTRAL NE SUPPORT SERVICE PROGRAM,56751,17.80,6,0.6000,9.50,,,,,,0.00,0.00,0.00,0.00,0.00,9.50,0.00,07/07/2014
SC,20142015,40,0002,014,CENTRAL NE SUPPORT SERVICE PROGRAM,58211,18.80,6,0.6000,9.50,,,,,,0.00,0.00,0.00,0.00,0.00,9.50,0.00,08/19/2015
SC,20152016,40,0002,014,CENTRAL NE SUPPORT SERVICE PROGRAM,60080,17.91,7,0.6364,10.50,,,,,,0.00,0.00,0.00,0.00,0.00,10.50,0.00,11/16/2016
SC,20112012,40,0002,015,SEEDLING MILE ELEM SCHOOL,54060,14.91,6,0.5455,7.74,,,,,,0.00,0.00,0.00,1.00,0.00,6.74,0.00,11/26/2012
SC,20122013,40,0002,015,SEEDLING MILE ELEM SCHOOL,55420,15.91,6,0.5455,7.74,,,,,,0.00,0.00,0.00,1.00,0.00,6.74,0.00,07/05/2013
SC,20132014,40,0002,015,SEEDLING MILE ELEM SCHOOL,58739,17.75,8,0.6667,8.20,,,,,,0.00,0.00,0.00,1.00,0.00,7.20,0.00,07/07/2014
SC,20142015,40,0002,015,SEEDLING MILE ELEM SCHOOL,60317,16.09,9,0.8182,7.70,,,,,,0.00,0.00,0.00,1.00,0.00,6.70,0.00,08/19/2015
SC,20152016,40,0002,015,SEEDLING MILE ELEM SCHOOL,58332,13.09,8,0.7273,8.06,,,,,,0.00,0.00,0.00,1.50,0.00,6.56,0.00,11/16/2016
SC,20112012,40,0002,016,STOLLEY PARK ELEM SCHOOL,50389,12.40,7,0.4667,14.20,,,,,,0.00,0.00,0.00,0.00,0.00,14.20,0.00,11/26/2012
SC,20122013,40,0002,016,STOLLEY PARK ELEM SCHOOL,53184,13.60,9,0.6000,14.20,,,,,,0.00,0.00,0.00,0.00,0.00,14.20,0.00,07/05/2013
SC,20132014,40,0002,016,STOLLEY PARK ELEM SCHOOL,53706,11.69,9,0.5625,15.20,,,,,,0.00,0.00,0.00,0.00,0.00,15.20,0.00,07/07/2014
SC,20142015,40,0002,016,STOLLEY PARK ELEM SCHOOL,56278,11.38,9,0.5625,15.20,,,,,,0.00,0.00,0.00,0.00,0.00,15.20,0.00,08/19/2015
SC,20152016,40,0002,016,STOLLEY PARK ELEM SCHOOL,58707,12.31,11,0.6875,15.14,,,,,,0.00,0.00,0.00,0.00,0.00,15.14,0.00,11/16/2016
SC,20112012,40,0002,017,SHOEMAKER ELEMENTARY SCHOOL,53625,11.76,14,0.5600,22.69,,,,,,0.00,0.00,0.00,2.00,0.00,20.69,0.00,11/26/2012
SC,20122013,40,0002,017,SHOEMAKER ELEMENTARY SCHOOL,55982,13.91,14,0.6087,21.03,,,,,,0.00,0.00,0.00,2.00,0.00,19.03,0.00,07/05/2013
SC,20132014,40,0002,017,SHOEMAKER ELEMENTARY SCHOOL,56289,13.48,16,0.6400,23.03,,,,,,0.00,0.00,0.00,2.00,0.00,21.03,0.00,07/07/2014
SC,20142015,40,0002,017,SHOEMAKER ELEMENTARY SCHOOL,56767,13.36,16,0.6400,23.59,,,,,,0.00,0.00,0.00,2.00,0.00,21.59,0.00,08/19/2015
SC,20152016,40,0002,017,SHOEMAKER ELEMENTARY SCHOOL,56884,13.67,18,0.6667,24.68,,,,,,0.00,0.00,0.00,2.00,0.00,22.68,0.00,11/16/2016
SC,20112012,40,0002,018,ENGLEMAN ELEMENTARY SCHOOL,53346,13.22,13,0.5652,21.67,,,,,,0.00,0.00,0.00,0.00,0.00,21.67,0.00,11/26/2012
SC,20122013,40,0002,018,ENGLEMAN ELEMENTARY SCHOOL,54418,13.67,14,0.5833,23.20,,,,,,0.00,0.00,0.00,0.00,0.00,23.20,0.00,07/05/2013
SC,20132014,40,0002,018,ENGLEMAN ELEMENTARY SCHOOL,55324,14.04,14,0.5385,24.70,,,,,,0.00,0.00,0.00,0.00,0.00,24.70,0.00,07/07/2014
SC,20142015,40,0002,018,ENGLEMAN ELEMENTARY SCHOOL,57556,14.44,17,0.6296,26.20,,,,,,0.00,0.00,0.00,0.00,0.00,26.20,0.00,08/19/2015
SC,20152016,40,0002,018,ENGLEMAN ELEMENTARY SCHOOL,56345,13.16,20,0.6250,29.42,,,,,,0.00,0.00,0.00,0.00,0.00,29.42,0.00,11/16/2016
SC,20112012,40,0002,019,WESTRIDGE MIDDLE SCHOOL,58191,15.06,23,0.6571,29.45,,,,,,0.00,0.00,0.00,0.00,0.00,29.45,0.00,11/26/2012
SC,20122013,40,0002,019,WESTRIDGE MIDDLE SCHOOL,57851,14.13,22,0.6875,27.61,,,,,,0.00,0.00,0.00,0.00,0.00,27.61,0.00,07/05/2013
SC,20132014,40,0002,019,WESTRIDGE MIDDLE SCHOOL,58842,14.56,24,0.7059,29.57,,,,,,0.00,0.00,0.00,0.00,0.00,29.57,0.00,07/07/2014
SC,20142015,40,0002,019,WESTRIDGE MIDDLE SCHOOL,57867,12.76,30,0.7317,36.57,,,,,,0.00,0.00,0.00,0.00,0.00,36.57,0.00,08/19/2015
SC,20152016,40,0002,019,WESTRIDGE MIDDLE SCHOOL,55441,11.30,31,0.6200,45.70,,,,,,0.00,0.00,0.00,0.00,0.00,45.70,0.00,11/16/2016
SC,20112012,40,0002,022,EARLY LEARNING CENTER,47896,10.54,3,0.2308,13.00,,,,,,0.00,0.00,0.00,0.00,0.00,13.00,0.00,11/26/2012
SC,20122013,40,0002,022,EARLY LEARNING CENTER,48421,11.38,3,0.2308,13.00,,,,,,0.00,0.00,0.00,0.00,0.00,13.00,0.00,07/05/2013
SC,20132014,40,0002,022,EARLY LEARNING CENTER,48540,11.07,3,0.2143,14.00,,,,,,0.00,0.00,0.00,0.00,0.00,14.00,0.00,07/07/2014
SC,20142015,40,0002,022,EARLY LEARNING CENTER,49635,10.86,5,0.3571,14.00,,,,,,0.00,0.00,0.00,0.00,0.00,14.00,0.00,08/19/2015
SC,20152016,40,0002,022,EARLY LEARNING CENTER,45926,9.62,2,0.1538,13.00,,,,,,0.00,0.00,0.00,0.00,0.00,13.00,0.00,11/16/2016
SC,20112012,40,0002,023,SUCCESS ACADEMY,52695,12.80,2,0.4000,5.00,,,,,,0.00,0.00,0.00,0.00,0.00,5.00,0.00,11/26/2012
SC,20122013,40,0002,023,SUCCESS ACADEMY,44052,10.00,0,0.0000,3.00,,,,,,0.00,0.00,0.00,0.00,0.00,3.00,0.00,07/05/2013
SC,20132014,40,0002,023,SUCCESS ACADEMY,51640,11.67,1,0.3333,3.00,,,,,,0.00,0.00,0.00,0.00,0.00,3.00,0.00,07/07/2014
SC,20142015,40,0002,023,SUCCESS ACADEMY,52806,13.00,1,0.2500,4.00,,,,,,0.00,0.00,0.00,0.00,0.00,4.00,0.00,08/19/2015
SC,20152016,40,0002,023,SUCCESS ACADEMY,54459,14.00,1,0.2500,4.00,,,,,,0.00,0.00,0.00,0.00,0.00,4.00,0.00,11/16/2016
DI,20112012,40,0082,000,NORTHWEST PUBLIC SCHOOLS,47941,18.59,45,0.4737,91.90,,,,,,0.00,0.00,0.00,0.00,0.00,91.90,0.00,11/26/2012
DI,20122013,40,0082,000,NORTHWEST PUBLIC SCHOOLS,47417,16.31,47,0.4476,100.44,,,,,,0.00,0.00,0.00,0.00,0.00,100.44,0.00,07/05/2013
DI,20132014,40,0082,000,NORTHWEST PUBLIC SCHOOLS,47523,15.92,46,0.4340,101.91,,,,,,0.00,0.00,0.00,0.34,0.00,101.57,0.00,07/07/2014
DI,20142015,40,0082,000,NORTHWEST PUBLIC SCHOOLS,49055,15.83,47,0.4563,101.32,,,,,,0.00,0.00,0.00,0.00,0.00,101.32,0.00,08/19/2015
DI,20152016,40,0082,000,NORTHWEST PUBLIC SCHOOLS,50403,15.29,50,0.4808,102.82,,,,,,0.00,0.00,0.00,0.00,0.00,102.82,0.00,11/16/2016
SC,20112012,40,0082,001,NORTHWEST HIGH SCHOOL,49116,20.49,23,0.5111,42.90,,,,,,0.00,0.00,0.00,0.00,0.00,42.90,0.00,11/26/2012
SC,20122013,40,0082,001,NORTHWEST HIGH SCHOOL,48511,17.85,23,0.4792,46.99,,,,,,0.00,0.00,0.00,0.00,0.00,46.99,0.00,07/05/2013
SC,20132014,40,0082,001,NORTHWEST HIGH SCHOOL,49864,18.40,25,0.5000,47.00,,,,,,0.00,0.00,0.00,0.34,0.00,46.66,0.00,07/07/2014
SC,20142015,40,0082,001,NORTHWEST HIGH SCHOOL,51921,17.67,27,0.5510,46.82,,,,,,0.00,0.00,0.00,0.00,0.00,46.82,0.00,08/19/2015
SC,20152016,40,0082,001,NORTHWEST HIGH SCHOOL,53230,18.10,28,0.5714,47.82,,,,,,0.00,0.00,0.00,0.00,0.00,47.82,0.00,11/16/2016
SC,20112012,40,0082,002,CEDAR HOLLOW SCHOOL,45553,13.67,10,0.4167,22.00,,,,,,0.00,0.00,0.00,0.00,0.00,22.00,0.00,11/26/2012
SC,20122013,40,0082,002,CEDAR HOLLOW SCHOOL,46254,13.04,10,0.4167,23.00,,,,,,0.00,0.00,0.00,0.00,0.00,23.00,0.00,07/05/2013
SC,20132014,40,0082,002,CEDAR HOLLOW SCHOOL,45061,12.36,10,0.4000,23.16,,,,,,0.00,0.00,0.00,0.00,0.00,23.16,0.00,07/07/2014
SC,20142015,40,0082,002,CEDAR HOLLOW SCHOOL,46015,14.17,12,0.5000,22.50,,,,,,0.00,0.00,0.00,0.00,0.00,22.50,0.00,08/19/2015
SC,20152016,40,0082,002,CEDAR HOLLOW SCHOOL,51155,14.86,11,0.5238,20.00,,,,,,0.00,0.00,0.00,0.00,0.00,20.00,0.00,11/16/2016
SC,20112012,40,0082,003,1R ELEMENTARY,49998,22.38,9,0.6923,11.00,,,,,,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11/26/2012
SC,20122013,40,0082,003,1R ELEMENTARY,47479,18.92,7,0.5833,11.00,,,,,,0.00,0.00,0.00,0.00,0.00,11.00,0.00,07/05/2013
SC,20132014,40,0082,003,1R ELEMENTARY,49143,19.54,8,0.6154,11.25,,,,,,0.00,0.00,0.00,0.00,0.00,11.25,0.00,07/07/2014
SC,20142015,40,0082,003,1R ELEMENTARY,51834,18.83,7,0.5833,11.50,,,,,,0.00,0.00,0.00,0.00,0.00,11.50,0.00,08/19/2015
SC,20152016,40,0082,003,1R ELEMENTARY,49318,12.92,6,0.5000,12.00,,,,,,0.00,0.00,0.00,0.00,0.00,12.00,0.00,11/16/2016
SC,20112012,40,0082,004,ST LIBORY ELEMENTARY SCHOOL,45209,17.00,2,0.1818,8.75,,,,,,0.00,0.00,0.00,0.00,0.00,8.75,0.00,11/26/2012
SC,20122013,40,0082,004,ST LIBORY ELEMENTARY SCHOOL,45489,14.86,3,0.2143,10.20,,,,,,0.00,0.00,0.00,0.00,0.00,10.20,0.00,07/05/2013
SC,20132014,40,0082,004,ST LIBORY ELEMENTARY SCHOOL,42369,10.75,1,0.0833,10.50,,,,,,0.00,0.00,0.00,0.00,0.00,10.50,0.00,07/07/2014
SC,20142015,40,0082,004,ST LIBORY ELEMENTARY SCHOOL,43661,9.82,1,0.0909,9.50,,,,,,0.00,0.00,0.00,0.00,0.00,9.50,0.00,08/19/2015
SC,20152016,40,0082,004,ST LIBORY ELEMENTARY SCHOOL,43850,10.23,3,0.2308,11.50,,,,,,0.00,0.00,0.00,0.00,0.00,11.50,0.00,11/16/2016
SC,20112012,40,0082,005,CHAPMAN ELEMENTARY SCHOOL,48821,15.78,4,0.4444,7.25,,,,,,0.00,0.00,0.00,0.00,0.00,7.25,0.00,11/26/2012
SC,20122013,40,0082,005,CHAPMAN ELEMENTARY SCHOOL,46945,13.69,6,0.4615,9.25,,,,,,0.00,0.00,0.00,0.00,0.00,9.25,0.00,07/05/2013
SC,20132014,40,0082,005,CHAPMAN ELEMENTARY SCHOOL,44712,10.82,4,0.3636,10.00,,,,,,0.00,0.00,0.00,0.00,0.00,10.00,0.00,07/07/2014
SC,20142015,40,0082,005,CHAPMAN ELEMENTARY SCHOOL,46312,11.64,3,0.2727,10.00,,,,,,0.00,0.00,0.00,0.00,0.00,10.00,0.00,08/19/2015
SC,20152016,40,0082,005,CHAPMAN ELEMENTARY SCHOOL,46393,11.00,3,0.2500,10.50,,,,,,0.00,0.00,0.00,0.00,0.00,10.50,0.00,11/16/2016
SC,20142015,40,0082,006,LOCKWOOD PRESCHOOL,54378,33.00,0,0.0000,1.00,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,08/19/2015
SC,20152016,40,0082,006,LOCKWOOD PRESCHOOL,55575,34.00,0,0.0000,1.00,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,11/16/2016
DI,20112012,40,0083,000,WOOD RIVER RURAL SCHOOLS,49090,16.86,14,0.3333,40.98,,,,,,0.00,0.00,0.00,0.00,0.00,40.98,0.00,11/26/2012
DI,20122013,40,0083,000,WOOD RIVER RURAL SCHOOLS,49868,17.00,13,0.3023,42.15,,,,,,0.00,0.00,0.00,0.00,0.00,42.15,0.00,07/05/2013
DI,20132014,40,0083,000,WOOD RIVER RURAL SCHOOLS,50291,17.09,14,0.3182,43.25,,,,,,0.00,0.00,0.00,0.00,0.00,43.25,0.00,07/07/2014
DI,20142015,40,0083,000,WOOD RIVER RURAL SCHOOLS,51431,17.82,16,0.3636,42.75,,,,,,0.00,0.00,0.00,0.00,0.00,42.75,0.00,08/19/2015
DI,20152016,40,0083,000,WOOD RIVER RURAL SCHOOLS,49855,15.47,16,0.3556,43.50,,,,,,0.00,0.00,0.00,0.00,0.00,43.50,0.00,11/16/2016
SC,20112012,40,0083,001,WOOD RIVER RURAL HIGH SCHOOL,49866,15.20,7,0.4667,12.33,,,,,,0.00,0.00,0.00,0.00,0.00,12.33,0.00,11/26/2012
SC,20122013,40,0083,001,WOOD RIVER RURAL HIGH SCHOOL,50705,16.13,7,0.4375,13.62,,,,,,0.00,0.00,0.00,0.00,0.00,13.62,0.00,07/05/2013
SC,20132014,40,0083,001,WOOD RIVER RURAL HIGH SCHOOL,48174,13.68,8,0.4211,17.14,,,,,,0.00,0.00,0.00,0.00,0.00,17.14,0.00,07/07/2014
SC,20142015,40,0083,001,WOOD RIVER RURAL HIGH SCHOOL,50170,15.53,10,0.5263,16.77,,,,,,0.00,0.00,0.00,0.00,0.00,16.77,0.00,08/19/2015
SC,20152016,40,0083,001,WOOD RIVER RURAL HIGH SCHOOL,47197,12.28,10,0.4000,20.90,,,,,,0.00,0.00,0.00,0.00,0.00,20.90,0.00,11/16/2016
SC,20112012,40,0083,002,WOOD RIVER RURAL MIDDLE SCHOOL,49449,18.26,5,0.2632,10.13,,,,,,0.00,0.00,0.00,0.00,0.00,10.13,0.00,11/26/2012
SC,20122013,40,0083,002,WOOD RIVER RURAL MIDDLE SCHOOL,50835,19.45,4,0.1818,12.91,,,,,,0.00,0.00,0.00,0.00,0.00,12.91,0.00,07/05/2013
SC,20132014,40,0083,002,WOOD RIVER RURAL MIDDLE SCHOOL,49491,19.41,4,0.2353,9.61,,,,,,0.00,0.00,0.00,0.00,0.00,9.61,0.00,07/07/2014
SC,20142015,40,0083,002,WOOD RIVER RURAL MIDDLE SCHOOL,51069,19.00,5,0.2941,9.48,,,,,,0.00,0.00,0.00,0.00,0.00,9.48,0.00,08/19/2015
SC,20152016,40,0083,002,WOOD RIVER RURAL MIDDLE SCHOOL,50664,18.25,3,0.3750,4.90,,,,,,0.00,0.00,0.00,0.00,0.00,4.90,0.00,11/16/2016
SC,20112012,40,0083,003,WOOD RIVER ELEMENTARY SCHOOL,47469,15.60,6,0.3000,18.52,,,,,,0.00,0.00,0.00,0.00,0.00,18.52,0.00,11/26/2012
SC,20122013,40,0083,003,WOOD RIVER ELEMENTARY SCHOOL,47173,14.53,5,0.2941,15.62,,,,,,0.00,0.00,0.00,0.00,0.00,15.62,0.00,07/05/2013
SC,20132014,40,0083,003,WOOD RIVER ELEMENTARY SCHOOL,50777,17.88,4,0.2353,16.50,,,,,,0.00,0.00,0.00,0.00,0.00,16.50,0.00,07/07/2014
SC,20142015,40,0083,003,WOOD RIVER ELEMENTARY SCHOOL,52547,20.00,5,0.2941,16.50,,,,,,0.00,0.00,0.00,0.00,0.00,16.50,0.00,08/19/2015
SC,20152016,40,0083,003,WOOD RIVER ELEMENTARY SCHOOL,52181,17.56,5,0.2778,17.70,,,,,,0.00,0.00,0.00,0.00,0.00,17.70,0.00,11/16/2016
DI,20112012,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,45109,18.20,15,0.3333,40.78,,,,,,0.00,0.00,0.00,0.00,0.00,40.78,0.00,11/26/2012
DI,20122013,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,47146,18.67,19,0.4222,41.73,,,,,,0.00,0.00,0.00,0.00,0.00,41.73,0.00,07/05/2013
DI,20132014,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,46623,17.24,16,0.3810,40.25,,,,,,0.00,0.00,0.00,0.00,0.00,40.25,0.00,07/07/2014
DI,20142015,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,46667,14.98,17,0.4146,40.20,,,,,,0.00,0.00,0.00,0.00,0.00,40.20,0.00,08/19/2015
DI,20152016,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,47084,12.76,16,0.3810,40.63,,,,,,0.00,0.00,0.00,0.00,0.00,40.63,0.00,11/16/2016
SC,20112012,40,0126,001,DONIPHAN-TRUMBULL SECONDARY,43094,14.95,9,0.4091,18.52,,,,,,0.00,0.00,0.00,0.00,0.00,18.52,0.00,11/26/2012
SC,20122013,40,0126,001,DONIPHAN-TRUMBULL SECONDARY,45758,15.39,12,0.5217,19.02,,,,,,0.00,0.00,0.00,0.00,0.00,19.02,0.00,07/05/2013
SC,20132014,40,0126,001,DONIPHAN-TRUMBULL SECONDARY,44263,13.57,8,0.3810,18.06,,,,,,0.00,0.00,0.00,0.00,0.00,18.06,0.00,07/07/2014
SC,20142015,40,0126,001,DONIPHAN-TRUMBULL SECONDARY,43040,9.64,10,0.4545,18.63,,,,,,0.00,0.00,0.00,0.00,0.00,18.63,0.00,08/19/2015
SC,20152016,40,0126,001,DONIPHAN-TRUMBULL SECONDARY,43821,7.50,9,0.4091,18.63,,,,,,0.00,0.00,0.00,0.00,0.00,18.63,0.00,11/16/2016
SC,20112012,40,0126,002,DONIPHAN-TRUMBULL ELEMENTARY,47360,22.00,7,0.2593,22.26,,,,,,0.00,0.00,0.00,0.00,0.00,22.26,0.00,11/26/2012
SC,20122013,40,0126,002,DONIPHAN-TRUMBULL ELEMENTARY,48640,22.11,8,0.2963,22.71,,,,,,0.00,0.00,0.00,0.00,0.00,22.71,0.00,07/05/2013
SC,20132014,40,0126,002,DONIPHAN-TRUMBULL ELEMENTARY,48315,20.88,9,0.3600,22.19,,,,,,0.00,0.00,0.00,0.00,0.00,22.19,0.00,07/07/2014
SC,20142015,40,0126,002,DONIPHAN-TRUMBULL ELEMENTARY,48983,18.92,10,0.4000,21.57,,,,,,0.00,0.00,0.00,0.00,0.00,21.57,0.00,08/19/2015
SC,20152016,40,0126,002,DONIPHAN-TRUMBULL ELEMENTARY,48323,15.88,9,0.3462,22.00,,,,,,0.00,0.00,0.00,0.00,0.00,22.00,0.00,11/16/2016
DI,20112012,41,0002,000,GILTNER PUBLIC SCHOOLS,41359,15.89,4,0.2105,17.87,,,,,,0.00,0.00,0.00,0.00,0.00,17.87,0.00,11/26/2012
DI,20122013,41,0002,000,GILTNER PUBLIC SCHOOLS,42914,17.89,4,0.2105,18.50,,,,,,0.00,0.00,0.00,0.00,0.00,18.50,0.00,07/05/2013
DI,20132014,41,0002,000,GILTNER PUBLIC SCHOOLS,44100,19.72,3,0.1667,17.50,,,,,,0.00,0.00,0.00,0.00,0.00,17.50,0.00,07/07/2014
DI,20142015,41,0002,000,GILTNER PUBLIC SCHOOLS,44688,18.78,3,0.1667,17.50,,,,,,0.00,0.00,0.00,0.00,0.00,17.50,0.00,08/19/2015
DI,20152016,41,0002,000,GILTNER PUBLIC SCHOOLS,45483,17.78,4,0.2222,17.50,,,,,,0.00,0.00,0.00,0.00,0.00,17.50,0.00,11/16/2016
SC,20112012,41,0002,001,GILTNER HIGH SCHOOL,38524,14.09,2,0.1818,9.37,,,,,,0.00,0.00,0.00,0.00,0.00,9.37,0.00,11/26/2012
SC,20122013,41,0002,001,GILTNER HIGH SCHOOL,40532,16.09,2,0.1818,8.62,,,,,,0.00,0.00,0.00,0.00,0.00,8.62,0.00,07/05/2013
SC,20132014,41,0002,001,GILTNER HIGH SCHOOL,41265,16.44,2,0.2222,7.87,,,,,,0.00,0.00,0.00,0.00,0.00,7.87,0.00,07/07/2014
SC,20142015,41,0002,001,GILTNER HIGH SCHOOL,43443,17.44,2,0.2222,7.87,,,,,,0.00,0.00,0.00,0.00,0.00,7.87,0.00,08/19/2015
SC,20152016,41,0002,001,GILTNER HIGH SCHOOL,45310,18.70,3,0.3000,8.37,,,,,,0.00,0.00,0.00,0.00,0.00,8.37,0.00,11/16/2016
SC,20112012,41,0002,002,GILTNER ELEMENTARY SCHOOL,43076,16.56,2,0.2222,8.50,,,,,,0.00,0.00,0.00,0.00,0.00,8.50,0.00,11/26/2012
SC,20122013,41,0002,002,GILTNER ELEMENTARY SCHOOL,44660,17.92,3,0.2500,9.88,,,,,,0.00,0.00,0.00,0.00,0.00,9.88,0.00,07/05/2013
SC,20132014,41,0002,002,GILTNER ELEMENTARY SCHOOL,46047,20.55,2,0.1818,9.63,,,,,,0.00,0.00,0.00,0.00,0.00,9.63,0.00,07/07/2014
SC,20142015,41,0002,002,GILTNER ELEMENTARY SCHOOL,45689,18.36,2,0.1818,9.63,,,,,,0.00,0.00,0.00,0.00,0.00,9.63,0.00,08/19/2015
SC,20152016,41,0002,002,GILTNER ELEMENTARY SCHOOL,45497,16.09,2,0.1818,9.13,,,,,,0.00,0.00,0.00,0.00,0.00,9.13,0.00,11/16/2016
DI,20112012,41,0091,000,HAMPTON PUBLIC SCHOOLS,46715,18.89,7,0.3684,18.25,,,,,,0.00,0.00,0.00,0.00,0.00,18.25,0.00,11/26/2012
DI,20122013,41,0091,000,HAMPTON PUBLIC SCHOOLS,46604,16.60,9,0.4500,19.00,,,,,,0.00,0.00,0.00,0.00,0.00,19.00,0.00,07/05/2013
